backgroundrank,bokehfactor,cameramodel,cameramodelndex,coherency,colorcontrastf,colorsimilarity,dominantcol1percent,dominantcol1value,dominantcol1l,dominantcol1a,dominantcol1b,dominantcol2percent,dominantcol2value,dominantcol2l,dominantcol2a,dominantcol2b,dominantcol3percent,dominantco3value,dominantcol3l,dominantcol3a,dominantcol3b,dominantcol4percent,dominantcol4value,dominantcol4l,dominantcol4a,dominantcol4b,dominantcol5percent,dominantcol5value,dominantcol5l,dominantcol5a,dominantcol5b,dominantcol6percent,dominantcol6value,dominantcol6l,dominantcol6a,dominantcol6b,dominantcol7percent,dominantcol7value,dominantcol7l,dominantcol7a,dominantcol7b,dominantcol8percent,dominantcol8value,dominantcol8l,dominantcol8a,dominantcol8b,strongcol1percent,strongcol1value,strongcol1l,strongcol1a,strongcol1b,strongcol2percent,strongcol2value,strongcol2l,strongcol2a,strongcol2b,contrastf,datetaken,directionsimilarity,dynrange,dynrangefactor,exposuref,facesrank,finalrank,focusf,fullframcolorsim,gridcolorsimilarity,height,horizonleft,intballancef,lifeid,objectsh,objectsw,objectsx,objectsy,objectsfactor,origheight,origwidth,partnerphotoid,photoindex,position,saturationf,sky,splitlevel,status,subclusterindex,texturescalesimilarity,url,userid,version,width,datenew,phash,closedeyesf,confidence,enginecode,faceexposuref,facefocusf,gender,genderconf,ffaceheight,kissf,leyeclosed,leyex,leyey,mouthp1x,mouthp1y,mouthp2x,mouthp2y,mouthp3x,mouthp3y,necscore,nosep1x,nosep1y,pitch,profilef,reyeclosed,reyex,reyey,facerank,recindex,recindexnew,roll,significance,smile,facewidth,facex,facey,yaw,faceid,isbaby,datesent,rnum,uploaddate
-0.36,0,Canon_EOS_650D_0,1,0.66,\N,17,17,191816,8.29,0,1.56,13,3B362F,22.91,0.77,5.2,9,4F2E24,22.81,13.88,12.82,9,EAE7E0,91.7,-0.2,3.75,9,66645B,42.3,-0.98,5.38,8,77594B,40.53,10.26,12.89,7,AE907E,62.04,8.51,13.79,4,884331,36.87,27.81,24.33,2,C43F2D,46.29,51.96,40.07,1,E86045,57.99,51.14,41.73,0,1452182139,89.66,-0.99,1,0.85,4.34,1.46,-3.72,94.93,86.74,720,\N,1,70138577976,,,,,0,3456,5184,72863324292,72863324292,2,0.52,0,0,Success,1.45218E+12,91.36,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863324292/medium/1491810162/enhance,21011995998,15,1080,1452182139,874577E95F9FF73F,0.0;-2.0;0.0,50;66;59,111;111;11,2.98;3.37;2.14,0.0;0.0;0.0,;;,60.0;8.24;31.76,4.13;4.88;4.88,0;0;0,0;100;0,3.56;26.71;92.24,58.43;27.8;33.56,3.56;26.66;91.77,60.07;30.05;36.37,3.01;26.05;91.13,60.07;30.05;36.37,2.45;25.45;90.49,60.07;30.05;36.37,0.0;0.0;0.0,2.96;26.09;91.32,59.72;29.32;35.16,0;0;0,0.0;-0.1;0.0,0;0;0,2.41;25.09;90.71,58.43;27.4;33.48,7.64;6.77;6.64,0;0;0,0;0;0,0.0;9.462;3.366,0;1;1,57.78;100.0;50.0,2.76;3.25;3.25,1.61;24.41;89.77,57.22;26.38;32.06,0.0;-45.0;0.0,351e5508-8efc-47a6-b16c-e7a758abe1a9;1f155f04-d68b-451e-9702-86dc983d0084;49a377cf-09f0-45e9-97f4-4f011d77fe31,false;false;false,00:44.6,1,4/10/2017
5.79,1,Canon_EOS_650D_0,1,0.76,0.08,13,28,B0B627,71.44,-18.52,65.82,16,4D501B,32.69,-9.38,29.96,15,5E631A,40.21,-12.18,38.7,14,7F8235,52.66,-12.15,40.39,8,8D9123,58.07,-15.03,53.83,5,403F1F,25.99,-5.09,19.69,4,ACBEC2,75.76,-5.33,-4.12,1,A4A55F,66.24,-10.92,36.07,28,B0B627,71.44,-18.52,65.82,8,8D9123,58.07,-15.03,53.83,0.29,1420192452,62.02,-0.99,1,1.75,0,1.25,-0.03,91.42,76.39,720,\N,0.9,70138577976,20.2;21.96;15.81;19.77,17.58;10.55;12.3;5.86,57.71;37.5;66.8;80.27,17.57;65.89;40.41;15.37,1.46,3456,5184,72863331485,72863331485,2,0.8,0,1,Success,1.42019E+12,79.2,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863331485/medium/1491811832/enhance,21011995998,15,1080,1420192452,8B2A72F29E95477C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28:28.6,1,4/10/2017
5.68,0,Canon_EOS_650D_0,1,0.81,0.34,50,32,A2A7A9,68.16,-1.38,-1.66,31,33362A,21.98,-3.91,7.13,14,6D674B,43.45,-2.47,16.69,11,4E9B7F,58.6,-30.76,7.42,5,DADAD4,86.9,-1.06,2.94,4,98C9B2,77.08,-20.75,6.3,3,2F6758,39.6,-22.51,2.86,0,B0705E,53.63,23.28,20.55,1,256D59,41.3,-27.54,4.65,0,0,0,0,0,0.43,1438187854,50,-0.99,1,1.62,0,1.32,1,50,50,720,19,0.97,70138577976,14.93;10.54;9.22,26.66;4.69;38.67,56.25;24.32;9.08,39.97;43.92;35.58,0.74,3456,5184,72863329561,72863329561,1,0.33,1,1,Success,1.43819E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863329561/medium/1491811227/enhance,21011995998,15,1080,1438187854,7AE22DD815738440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15:35.3,1,4/10/2017
4.74,0,Canon_PowerShot_SX210_IS_0,1,0.78,0.21,10,22,88875E,55.45,-6.49,22.24,16,5D6141,40.01,-7.43,17.77,15,BCDBF5,85.98,-4.65,-16.09,13,2D2A22,17.13,-0.32,5.73,8,B8926B,63.19,9.04,26.1,5,BDAE8C,71.54,0,19.43,5,523B2D,27.05,8.04,12.64,4,7A6048,42.72,6.99,17.72,0,AC3C2B,41.5,44.86,34.76,0,0,0,0,0,0.35,1394587456,90.2,-0.96,1,1.75,0,1.35,1,95.19,84.83,720,9,0.06,70138577976,27.04;11.96;7.8;6.24,12.6;2.93;3.81;3.81,21.68;57.13;53.91;61.52,54.07;66.55;61.87;66.55,0.52,2432,4320,72863329796,72863329796,3,0.38,1,0,Success,1.39459E+12,96.75,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863329796/medium/1491811300/enhance,21011995998,15,1278,1394587456,FA1A89A54B0D92D0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17:15.1,1,4/10/2017
4.25,0,Canon_EOS_650D_0,1,0.73,\N,11,20,666562,42.78,-0.22,1.83,15,40403E,27.03,-0.44,1.22,11,F5F5F4,96.51,-0.17,0.47,10,7B7B5E,50.9,-5.17,15.91,10,929493,61.13,-0.92,0.27,8,4E5233,33.76,-7.35,17.69,6,232220,13.26,-0.01,1.51,6,71773C,48.3,-11.7,31.46,0,0,0,0,0,0,0,0,0,0,0.41,1422015282,81.74,-0.93,1,0.61,0,0.83,1,91.67,78.88,720,\N,0.99,70138577976,5.27,4.39,77.93,71.16,0,3456,5184,72863332646,72863332646,1,0.23,0,1,Success,1.42202E+12,90.58,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863332646/medium/1491812297/enhance,21011995998,15,1080,1422015282,7AFD0E285225886A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33:30.5,1,4/10/2017
5,0,Canon_EOS_650D_0,1,0.77,0.1,13,40,EDECE3,93.25,-1.22,4.47,16,BEC1B5,77.53,-3.21,5.67,8,4E5261,35.04,1.99,-9.25,7,9.99E+95,64.43,-3.88,5.12,6,787876,50.37,-0.4,1.09,3,6.24E+50,35.03,7.36,6.72,3,9AC1EB,76.68,-3.02,-25.03,3,E0C7AB,81.64,4.49,17.24,1,F37D4C,65.16,41.61,46.65,0,F0A05B,72.51,23.18,47.47,0.26,1418390733,72.77,-0.91,1,1.86,9.24,3.97,1,98.72,86.18,720,\N,0.59,70138577976,83.46,42.77,8.2,16.69,1.5,3456,5184,72863330746,72863330746,1,0.18,0,0,Success,1.41839E+12,87.46,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863330746/medium/1491811596/enhance,21011995998,15,1080,1418390733,6E688B801DF13632,0,100,1111,3.52,0,,5,11.82,0,0,43.04,21.86,42.81,27.58,41.46,27.58,40.1,27.58,71.8,41.96,25.47,0,0,0,39.65,21.96,9.02,0,0,-1.591,1,100,7.88,37.65,18.82,0,43d4c767-73d0-46e0-be50-044830092bee,FALSE,22:00.3,1,4/10/2017
3.01,0,Canon_PowerShot_SX210_IS_0,1,0.86,\N,50,28,363D29,24.58,-7.16,11.4,21,EFECE9,93.55,0.48,1.8,14,BE9D88,67.16,9.06,15.56,9,D7BFB0,78.95,6.1,10.67,8,6A6D5A,45.28,-4.81,10.24,4,BCB9B7,75.33,0.69,1.38,4,6C7A8B,50.65,-1.21,-10.96,4,8C7362,50.36,7.1,13.08,0,0,0,0,0,0,0,0,0,0,0.2,1368000346,50,-0.93,1,0.34,6.89,2.08,1,50,50,1278,\N,0.2,70138577976,35.74;7.62,27.56;42.63,47.83;0.0,64.45;53.91,0,4320,2432,72863323819,72863323819,1,0.26,0,0,Success,1.368E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863323819/medium/1491809952/enhance,21011995998,15,720,1368000346,59346690BC460286,0,100,1111,3.23,0,,8,4.47,0,0,62.42,40.71,61.22,43.31,60.03,43.31,58.84,43.31,69.1,60.25,42.18,0,0,0,59.17,40.77,7.02,0,0,0,1,14.44,7.93,56.8,39.41,0,a9a0bcc6-f40d-468d-a18e-c8df698241b7,FALSE,55:12.1,1,4/10/2017
-0.63,0,Canon_PowerShot_SX210_IS_0,1,0.76,\N,50,20,1F1E1D,11.34,0.23,0.85,16,414040,27.19,0.42,0.15,12,BABAB3,75.33,-1.27,3.54,12,717370,48.19,-1.37,1.38,11,E9EAE8,92.57,-0.68,0.84,7,BA9384,64.14,12.44,13.52,6,916F63,49.85,11.65,11.86,5,E1BFAF,79.82,9.66,12.56,0,6B262D,25.87,31.4,11.72,1,9F3A45,39.29,42.77,15.86,0,1367983424,50,-0.96,1,0.85,10.36,7.56,-3.72,50,50,1278,\N,1,70138577976,,,,,0,4320,2432,72863323767,72863323767,1,0.24,0,1,Success,1.36798E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863323767/medium/1491809939/enhance,21011995998,15,720,1367983424,7D50CAA4936C63F9,0.0;0.0,100;100,1111;1111,3.95;3.95,0.0;0.0,;,31.0;44.71,15.87;17.3,0;0,0;0,29.64;53.87,43.69;41.65,26.27;53.37,51.0;50.93,22.64;48.84,51.0;50.93,19.01;44.31,51.0;50.93,90.9;93.3,23.75;46.54,47.24;47.3,0;0,0.0;-0.1,0;0,16.12;40.86,41.27;42.66,9.45;9.35,0;0,0;0,17.19;-7.874,1;1,100.0;100.0,28.17;30.71,10.14;32.96,38.18;37.37,0.0;45.0,129a9615-fd98-4098-9ca8-62dac5a281b6;627c8206-8523-4fd3-b041-2547dc3bb9cc,false;false,54:12.9,1,4/10/2017
1,0,Canon_EOS_650D_0,1,0.9,\N,18,42,93552C,42.58,22.03,34.3,38,DCA959,72.44,9.96,47.81,11,1A1410,6.84,2.04,3.27,9,4D230D,19.26,17.99,22.82,0,64736B,47.02,-7.31,2.53,0,5400,30.26,-38.43,37.09,0,0,0,0,0,0,0,0,0,0,1,7B340C,31.1,28.73,37.44,3,8F4111,37.23,30.28,41.85,0,1420233941,85.85,-0.99,1,1.95,8.15,6.88,-3.72,77.45,67.92,720,\N,1,70138577976,,,,,0,3456,5184,72863332370,72863332370,3,0.77,0,1,Success,1.42023E+12,75.62,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863332370/medium/1491812172/enhance,21011995998,15,1080,1420233941,B732654DCA16539B,0,100,1111,3.81,0,,7.06,42.07,0,0,61.76,45.22,58.59,58.37,53.51,58.37,48.43,58.37,80.8,53.43,54.27,0,0,0,48,42.48,7.31,0,0,7.645,1,0,28.05,40.97,32.22,0,55693516-7288-41ca-a93e-3befcea71ddc,TRUE,31:24.5,1,4/10/2017
4.98,0,Canon_EOS_650D_0,1,0.72,0.22,50,25,B8B7B4,74.41,-0.2,1.64,20,898B8A,57.67,-0.93,0.27,13,636661,42.79,-2.2,2.41,7,547130,44.1,-22.27,32.25,7,ECE8E1,92.12,0.14,3.86,6,918D6B,58.16,-4.27,18.72,4,303940,23.42,-1.89,-5.59,4,4F613D,38.81,-14.05,18.34,0,D3AE41,72.56,1.96,58.63,0,793827,31.9,26.93,23.77,0.32,1418385979,50,-0.99,1,1.29,0,1.14,1,50,50,720,\N,0.99,70138577976,46.12;7.03;7.47,28.42;15.82;8.2,31.05;64.45;86.43,54.03;35.58;23.72,1.5,3456,5184,72863330430,72863330430,1,0.17,0,0,Success,1.41839E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863330430/medium/1491811494/enhance,21011995998,15,1080,1418385979,42D532936442D124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21:08.3,1,4/10/2017
4.86,0,Canon_EOS_650D_0,1,0.8,\N,50,34,6C6B69,45.25,-0.01,1.25,27,393635,22.88,1.09,1.09,14,9D9D9B,64.68,-0.38,1.04,13,171513,6.91,0.47,1.55,4,C1C4C4,78.93,-1.03,-0.37,3,ECF2F5,95.13,-1.44,-2.15,2,FBFDFD,99.16,-0.65,-0.24,2,6B4845,34.38,14.54,7.85,0,0,0,0,0,0,0,0,0,0,0.51,1452179251,50,-0.99,1,1.29,6.76,1.45,1,50,50,720,12,1,70138577976,25.92;34.7,6.74;35.74,43.95;32.52,43.48;0.0,0.16,3456,5184,72863324086,72863324086,1,0.07,1,0,Success,1.45218E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863324086/medium/1491810071/enhance,21011995998,15,1080,1452179251,F32E0E4BF9DF1B86,0,51,101,2.62,0,,37.65,4.13,0,0,43.39,36.63,43.39,38.35,42.73,38.18,42.24,38.35,0,42.82,38.13,0,0,0,42.24,36.63,8.12,0,0,0,1,100,2.76,41.44,35.42,0,7cdcf9a2-fe0a-4e64-9e79-aa63869af231,FALSE,57:23.5,1,4/10/2017
5.23,0,Canon_EOS_650D_0,1,0.81,0.03,8,37,8B9A3D,60.73,-18.93,45.86,26,EFF3F6,95.62,-0.78,-1.91,17,6B782B,47.92,-16.49,39.47,6,4E5124,33.2,-8.64,25.77,5,88793A,50.94,-2.7,36.15,2,586322,39.77,-14.41,34.46,2,A5984D,62.5,-5.34,40.74,1,707547,47.78,-9.73,24.75,0,C2CF46,79.92,-21.83,63.72,17,6B782B,47.92,-16.49,39.47,0.24,1437861306,74.23,-0.99,1,1.35,0,1.22,1,92.26,90.39,720,28,1,70138577976,10.1;3.07;11.42;5.27,7.62;5.86;30.18;15.82,74.41;84.08;70.02;19.04,72.47;79.94;21.08;26.79,0,3456,5184,72863327454,72863327454,2,0.62,1,1,Success,1.43786E+12,85.35,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863327454/medium/1491810728/enhance,21011995998,15,1080,1437861306,70431AC211284000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,07:30.7,1,4/10/2017
5.16,0,Canon_PowerShot_SX210_IS_0,1,0.78,0.11,16,26,474845,30.41,-1.07,1.65,15,80827F,54.12,-1.34,1.35,14,1E1F1C,11.55,-1.21,1.88,11,F3F6F7,96.69,-0.81,-0.84,10,412127,17.26,16.2,2.78,9,613E3E,30.24,15.35,6.32,6,CCCACE,81.58,1.42,-1.75,4,7B3F56,34.88,28.89,-1.97,0,0,0,0,0,0,0,0,0,0,0.59,1368001032,82.77,-0.98,1,1.38,0,1.27,1,94.3,86.46,720,46,0.98,70138577976,42.63;14.04,24.61;11.43,43.36;77.93,26.0;31.2,1.5,2432,4320,72863323854,72863323854,1,0.09,1,0,Success,1.368E+12,87.7,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863323854/medium/1491809969/enhance,21011995998,15,1278,1368001032,EB3E620E98777487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55:12.2,1,4/10/2017
5.39,0,Canon_EOS_650D_0,1,0.86,\N,32,56,251F19,12.24,1.65,5.16,20,544A42,32.2,2.69,6.31,12,C6D9ED,85.88,-2.29,-11.94,6,877970,51.83,3.79,6.89,4,BDB3AC,73.57,2.33,4.83,1,E0E8EF,91.59,-1.36,-4.33,0,B96651,52.3,31.2,26.51,0,653226,27.26,21.67,17.95,0,864332,36.58,27.05,23.29,0,0,0,0,0,0.56,1420193181,66.74,-0.99,1,2,5.73,1.18,1,77.77,68.07,720,15,0.62,70138577976,6.59,6.74,31.64,79.94,0,3456,5184,72863331649,72863331649,2,0.21,1,1,Success,1.42019E+12,94.45,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863331649/medium/1491811890/enhance,21011995998,15,1080,1420193181,7AE0038B00100C90,0.0;0.0;0.0,58;30;58,1;1;1,3.77;-6.03;2.81,0.0;0.0;0.0,false;;,0.0;13.0;36.0,4.9;4.63;5.22,0;0;0,0;0;0,18.88;32.39;38.46,49.51;48.21;44.27,18.43;32.37;38.38,51.65;49.62;46.81,18.43;31.9;37.82,51.65;49.6;46.81,18.43;31.43;37.27,51.65;49.58;46.81,0.0;0.0;0.0,19.41;32.41;38.47,51.02;49.29;45.48,20;0;0,-1.0;-0.1;-0.1,0;0;0,18.88;31.45;37.4,49.51;48.17;44.22,4.77;-2.63;6.21,0;0;0,0;0;0,0.0;0.0;0.0,1;0;1,0.0;0.0;0.0,3.27;3.09;3.48,16.45;29.85;35.59,47.78;46.98;42.87,-90.0;-45.0;-45.0,cc13d2cd-913b-42ac-9fbb-9cb1ce243326;18315fca-3dee-4169-ae5d-5c30a9877d67;28406755-5363-425f-85e5-9767494dfaa2,false;false;false,28:28.7,1,4/10/2017
4.59,0,Canon_EOS_650D_0,1,0.85,0.46,31,24,A5C088,74.49,-19.11,25.29,23,759562,58.19,-20.96,23.4,17,C5B5A0,74.48,2.26,12.76,6,3B3B38,24.78,-0.67,1.85,6,9F8D78,59.69,3.31,13.68,4,658586,53.24,-10.99,-4.24,4,506C3F,42.44,-19.32,21.94,3,666460,42.44,-0.02,2.54,0,0,0,0,0,0,0,0,0,0,0.21,1437868424,41.91,-0.95,1,1.95,0,1.26,-0.3,54.44,62.52,720,6,0.96,70138577976,70.28,82.03,0,13.18,0,3456,5184,72863328408,72863328408,1,0.31,1,0,Success,1.43787E+12,77.53,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863328408/medium/1491810896/enhance,21011995998,15,1080,1437868424,C6249BDB6667CF66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:15.3,1,4/10/2017
3.52,0,Canon_PowerShot_SX210_IS_0,1,0.87,\N,16,41,31342F,21.26,-2.46,2.71,25,EFF2ED,95.15,-1.87,2.05,6,6F6F6B,46.72,-0.8,2.22,4,738447,52.51,-16.62,30.78,3,4A582E,35.27,-13.34,22.51,3,C0C4BF,78.72,-2.3,2.01,3,969B94,63.4,-3.14,3.03,3,394B5C,31.05,-2.25,-12.27,1,9BAB3B,66.83,-20.93,53.66,2,839636,58.89,-20.84,46.84,0.38,1368000359,95.62,-0.96,1,-0.02,0,0.68,1,89.48,87.58,1278,\N,1,70138577976,4.69;3.22,27.04;8.32,7.28;73.31,43.36;45.7,0.11,4320,2432,72863323850,72863323850,2,0.16,0,1,Success,1.368E+12,86.75,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863323850/medium/1491809967/enhance,21011995998,15,720,1368000359,68A4638C90210800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55:12.2,1,4/10/2017
4.75,0,Canon_EOS_650D_0,1,0.74,\N,7,29,4B4948,31.18,0.62,0.89,22,797876,50.46,-0.01,1.22,19,9C9E9C,64.9,-1.1,0.78,8,BABCBB,76.07,-0.88,0.25,6,E5E7E8,91.52,-0.48,-0.73,5,151514,6.74,-0.23,0.63,3,E6F0F8,94.28,-1.81,-5,2,725851,39.83,9.57,8.16,0,B82F3F,42.13,54.96,24.16,0,D5374B,48.74,61.66,26.39,0.37,1452179282,99.08,-0.99,1,1.33,9,2.63,1,99.93,99.64,720,\N,0.96,70138577976,7.03;10.1;27.67,7.32;4.69;32.23,84.67;33.69;0.0,43.48;74.67;55.34,0,3456,5184,72863324199,72863324199,5,0.09,0,1,Success,1.45218E+12,98.78,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863324199/medium/1491810123/enhance,21011995998,15,1080,1452179282,E3080CD1DA729DA5,0,100,1111,3.56,0,,2.35,7.15,0,0,44.45,42.68,44.14,45.76,43.24,45.76,42.34,45.76,98.3,43.31,44.59,0,0,0,42.01,42.86,9.06,0,1000002,-2.203,1,100,4.76,40.83,40.71,0,d233037d-30d3-4a5c-a72f-fd8f1bcd09f6,TRUE,57:23.9,1,4/10/2017
5.04,0,Canon_PowerShot_SX210_IS_0,1,0.79,0.11,13,18,A68068,56.63,11.28,18.67,18,64644E,41.8,-4.11,12.52,12,353228,20.79,-0.73,6.85,12,DBC094,78.98,3.19,25.72,11,F3EBD5,93.13,-0.93,11.63,7,96A366,64.67,-14.75,30.18,5,664F40,35.57,7.29,12.55,5,C3C3C0,78.72,-0.54,1.5,0,0,0,0,0,0,0,0,0,0,0.36,1394584876,82.13,-0.95,1,1.86,7.12,5.35,0.49,87.49,81.6,720,\N,0.84,70138577976,60.31;45.23,38.67;29.88,31.64;0.0,8.84;0.0,1.5,2432,4320,72863329682,72863329682,1,0.38,0,1,Success,1.39458E+12,95.94,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863329682/medium/1491811265/enhance,21011995998,15,1278,1394584876,B5239856E38F6319,0,100,1111,3.77,-1.51,,68,32.88,0,0,60.75,59.65,60.04,78.43,57.13,78.43,54.23,78.43,90.8,55.57,69.46,0,0,0,51.12,59.8,6.56,0,0,-0.4658,1,78.89,18.52,46.02,52.31,0,4e39ed13-e18e-41a2-a478-ff20dd895601,FALSE,16:22.1,1,4/10/2017
4.89,0,Canon_EOS_650D_0,1,0.74,\N,50,26,302019,14.01,6.6,7.82,13,655348,36.78,5.58,9.23,13,C6B9A7,75.76,1.59,10.79,12,948372,55.83,3.61,11.55,11,F5F1E0,95.04,-1.53,8.67,6,722518,26.64,33.17,26.51,5,AE432C,43.06,42.44,36.01,5,EBA07C,72.4,23.85,30.03,2,7A2114,27.51,37.77,30.24,5,AE432C,43.06,42.44,36.01,0.59,1420196734,50,-0.99,1,0.97,1.92,0.18,1,50,50,720,\N,0.89,70138577976,40.41,41.6,3.52,47.88,0,3456,5184,72863331960,72863331960,1,0.43,0,0,Success,1.4202E+12,50,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863331960/medium/1491812003/enhance,21011995998,15,1080,1420196734,E8171C6E6B4D3D35,0.0;0.0;0.0,26;100;45,1;1101;1,2.37;-4.28;3.64,-3.47;0.0;-0.14,;;false,19.0;2.0;0.0,4.13;4.42;4.13,0;0;0,0;0;0,60.43;63.69;88.25,29.69;44.17;29.02,60.4;63.69;88.63,30.95;46.01;30.83,59.99;62.96;88.63,30.93;45.63;30.83,59.57;62.46;88.63,30.91;46.01;30.83,0.0;43.9;0.0,60.44;63.01;87.8,30.66;45.49;30.29,0;0;20,-0.1;0.0;-1.0,0;0;0,59.59;62.46;88.25,29.66;44.17;29.02,0.8;-0.78;4.49,0;0;0,0;0;0,0.0;0.0;0.0,0;1;1,0.0;0.0;0.0,2.76;2.94;2.76,58.15;61.6;87.55,28.59;42.88;27.56,-45.0;0.0;90.0,8728bf19-1e26-42a9-8756-8b6d0f444705;034a532a-4dab-4220-9bba-b2b5a73a998b;c57a5f1f-6372-4386-ba80-46146b4923fb,false;false;false,29:03.6,1,4/10/2017
4.26,0,Canon_PowerShot_SX210_IS_0,1,0.87,\N,14,57,3D352A,22.67,1.46,8.25,19,F7F2DE,95.39,-1.66,10.24,6,876244,44.67,11.11,22.91,5,BF966B,64.92,9.73,28.52,5,DEB987,77.27,6.52,30.34,4,767873,50.12,-1.75,2.47,2,7A684A,44.99,2.51,19.56,2,A3956E,62,-0.91,22.51,0,0,0,0,0,0,0,0,0,0,0.54,1394584742,96.97,-0.96,1,1.1,0,1.17,1,98.42,81.47,720,\N,0.22,70138577976,,,,,0,2432,4320,72863329638,72863329638,3,0.4,0,1,Success,1.39458E+12,95.52,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863329638/medium/1491811250/enhance,21011995998,15,1278,1394584742,34BFC8CBDA6CE5E6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16:22.0,1,4/10/2017
-0.04,0,Canon_EOS_650D_0,1,0.66,\N,20,16,C8BAA6,76.16,1.65,11.92,16,EFE5D3,91.28,0.41,9.98,13,988976,57.92,2.45,12.25,12,232120,12.92,0.7,1.01,7,59514B,35.04,2.13,4.71,5,BEB083,71.98,-1.89,24.91,5,6A5B3F,39.42,1.66,18.4,5,976649,47.7,16.3,24.31,0,0,0,0,0,0,0,0,0,0,0,1420289258,43.92,-0.99,1,1.38,7.48,4.45,-3.72,91.25,71.37,720,34,1,70138577976,,,,,0,3456,5184,72863332367,72863332367,2,0.3,1,1,Success,1.42029E+12,84.5,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863332367/medium/1491812169/enhance,21011995998,15,1080,1420289258,60B6E791042FD048,-2,100,1101,3.73,0,,8.24,19.3,0,100,54.1,37.88,52.88,48.38,50.63,48.38,48.39,48.38,58.6,51.92,44.39,0,0,0,46.96,38.42,7.09,0,0,-2.974,1,93.33,12.87,45.09,33.19,0,f0d7c31a-b8dd-45b0-9143-abe05b7b8499,TRUE,31:24.4,1,4/10/2017
3.63,0,Canon_PowerShot_SX210_IS_0,1,0.75,\N,8,26,DEE1E0,89.28,-1.18,0.12,22,888C88,57.82,-2.25,1.61,21,585A5A,38.07,-0.79,-0.28,19,AEB1AE,71.89,-1.62,1.15,4,222427,14.11,-0.13,-2.31,1,7A5C57,41.97,11.48,7.62,1,CEA393,70.47,13.53,14.35,1,9DA59E,66.94,-4.18,2.63,0,0,0,0,0,0,0,0,0,0,0.34,1367981314,99.42,-0.93,1,0.23,7.33,2.61,1,96.99,97.83,720,\N,0.99,70138577976,49.91;19.76,26.07;9.08,32.52;41.31,50.43;31.2,1.5,2432,4320,72863323770,72863323770,2,0.07,0,0,Success,1.36798E+12,99.11,https://im1.shutterfly.com/ng/services/mediarender/THISLIFE/021011995998/media/72863323770/medium/1491809940/enhance,21011995998,15,1278,1367981314,6C66A38E404184A8,-2,100,1111,3.74,0,,20,10.02,0,0,46.92,37.2,46.49,42.05,45.45,42.05,44.42,42.05,96.6,45.54,39.71,0,0,100,44.1,37.15,7.24,0,1000002,1.591,1,100,5.64,42.71,34.49,0,ecd8e786-61f2-4586-bd54-6d8500a7116c,FALSE,54:14.7,1,4/10/2017
